id,uuid,parent_id,city_id,name,category,geom,geom_pt,modified_at,deleted_at,synced_at
4745,08ad938f-c66e-4d8d-9541-b9b9866a4558,,4373,Sport Clube do Recife,1,"POLYGON((-34.9036042549786 -8.06429531294451, -34.9031291038407 -8.06418889402559, -34.9034278236131 -8.06391631223327, -34.9036929374111 -8.06349437055476, -34.9038142923186 -8.06310416785205, -34.9040121941678 -8.06261874822191, -34.9041858250355 -8.06201197368422, -34.9043090469416 -8.06173752489332, -34.9044198237711 -8.06154443917949, -34.9045293527738 -8.06136412517782, -34.9046628431721 -8.06145934210528, -34.9048290060455 -8.06145000711239, -34.9048719470128 -8.06184207681367, -34.9049428929587 -8.06234243243244, -34.9048346070412 -8.06286332503556, -34.9046553751778 -8.06348316856329, -34.9045358872688 -8.06391444523469, -34.9044294683499 -8.06419822901847, -34.904323049431 -8.06440919985773, -34.9042409014936 -8.06453428876242, -34.9038843047653 -8.06513172830723, -34.9034175551209 -8.06503277738262, -34.9036042549786 -8.06429531294451))",POINT(-34.9042327636313 -8.06329366820767),2025-09-19 14:39:57.624699 UTC,,
4781,5697c90f-f934-420b-974a-14d9e9532270,,4373,Nb society,1,"POLYGON((-34.8979637829427 -8.02295475269423, -34.897570247953 -8.0230574139959, -34.8974556094994 -8.02261939244209, -34.8978269012071 -8.02251330909702, -34.8979637829427 -8.02295475269423))",POINT(-34.8977056418188 -8.02278707256816),2025-09-19 14:54:54.112640 UTC,,
4639,f9398b3f-032f-49f3-9265-ff167b8454bc,,4373,Parque Dona Lindu,2,"POLYGON((-34.9044255227596 -8.1404853236131, -34.9049445483641 -8.14184449857752, -34.9045114046942 -8.14206480440966, -34.904653296586 -8.14237846017068, -34.9040073150782 -8.14265477596015, -34.9031708997155 -8.14059360953059, -34.9037982112376 -8.14039570768137, -34.9038952951636 -8.14066455547654, -34.9044255227596 -8.1404853236131))",POINT(-34.9040791775751 -8.14125452702703),2025-09-08 12:41:37.583013 UTC,,
4713,917a14e7-0c2c-4d5b-829c-ab6ef3daffe5,,4373,Parque Urbano da Macaxeira,2,"POLYGON((-34.9330909073638 -8.0156556688108, -34.9334620860899 -8.01567119918986, -34.9333627565717 -8.01697057213759, -34.932372075324 -8.01690327403902, -34.9323570451995 -8.01707378410368, -34.931900913596 -8.01704272345206, -34.9319146367531 -8.01682303398386, -34.9316336387739 -8.01679973848101, -34.9308912813218 -8.01626264735096, -34.9309278764074 -8.01611122635002, -34.9311317633133 -8.01589380122448, -34.9314898723659 -8.01555860392829, -34.9315970436882 -8.01553013155836, -34.9316009645902 -8.0154330666459, -34.9316036728094 -8.01538779313016, -34.9320384719091 -8.01541300656109, -34.9321038202763 -8.01480214415049, -34.9319757374765 -8.01478920214035, -34.931996648954 -8.01405668369519, -34.9331938310423 -8.01413433588966, -34.9330909073638 -8.0156556688108))",POINT(-34.9322661066718 -8.01560713636954),2025-09-17 11:53:09.450422 UTC,,
4751,4dc760b4-d1be-473c-84ad-63d900ad37a2,,4373,Splash Eco Park,2,"POLYGON((-34.8794995412518 -7.91107837304409, -34.8793427133713 -7.91033157361309, -34.8793763193457 -7.90997310988621, -34.8795816891892 -7.9098909619488, -34.8799849608819 -7.90990963193457, -34.8803060846373 -7.90998431187767, -34.8804293065434 -7.91003658783784, -34.8803284886202 -7.91039505156473, -34.8806794843528 -7.91047346550498, -34.8806234743954 -7.91070870732575, -34.8804890504979 -7.91067510135135, -34.8802575426742 -7.91115678698435, -34.8801007147937 -7.91105596906116, -34.8794995412518 -7.91107837304409))",POINT(-34.8800245812589 -7.91057428342816),2025-09-19 10:52:49.686551 UTC,,
4756,21b4dd1e-f08d-4cfc-a0e2-c79f910e4df8,,4373,Parque da Jaqueira,2,"POLYGON((-34.9060084163722 -8.03608845781145, -34.9061876299087 -8.03594198806634, -34.9065062317513 -8.03619267663636, -34.9061805182604 -8.03676024625354, -34.9057922222647 -8.03739259955712, -34.9054281058731 -8.03797847612592, -34.9049594482519 -8.03854604324518, -34.9034532011477 -8.03776933518824, -34.9035925894538 -8.03750878908814, -34.9031932 -8.037212, -34.9047560551113 -8.0352568187971, -34.9060084163722 -8.03608845781145))",POINT(-34.9047077856243 -8.03698612312677),2025-09-19 13:13:01.615356 UTC,,
4511,e63076b6-ab51-4d8e-bb04-fbc6d4efd5bd,,4373,Estação Afogados,4,"POLYGON((-34.9064738869132 -8.07755951280227, -34.9062573150782 -8.07743349039829, -34.9063142530568 -8.07735294398965, -34.9058801813656 -8.07708342816501, -34.9059679302987 -8.07693033428165, -34.9068958285918 -8.07748109886201, -34.9067912766714 -8.07764912873399, -34.9065240210083 -8.07748318925462, -34.9064738869132 -8.07755951280227))",POINT(-34.9062750523015 -8.07721818607733),2025-08-29 08:37:22.078345 UTC,,
4517,43d3c601-380e-4364-89d4-639e4a5d44a1,,4373,Estação Prazeres,4,"POLYGON((-34.9270569807966 -8.16150413495732, -34.9263792603129 -8.16082641447369, -34.9265360881935 -8.16067332059033, -34.9272119416785 -8.16134730707681, -34.9270569807966 -8.16150413495732))",POINT(-34.9267952402668 -8.16108686077525),2025-08-29 12:14:54.951921 UTC,,
4545,dbb28741-952c-4f14-adc7-f85ed5fbf499,,4373,Estação Cajueiro Seco,4,"POLYGON((-34.9341340273827 -8.16833812055477, -34.934274052276 -8.16822610064012, -34.9343580672119 -8.16831198257468, -34.9342311113087 -8.16843147048364, -34.9345111610953 -8.16873019025604, -34.9341937713371 -8.16901770803698, -34.934335663229 -8.16913719594594, -34.9342721852774 -8.16918947190611, -34.9340444114509 -8.16897663406827, -34.934167633357 -8.16883847617354, -34.9335739278094 -8.16822610064012, -34.9338129036273 -8.16800579480797, -34.9341340273827 -8.16833812055477))",POINT(-34.9341444894051 -8.16858083036984),2025-09-03 04:21:21.937570 UTC,,
4571,f4aaa200-d7ae-45b0-a103-2772810f5406,,4373,Joana Bezerra,4,"POLYGON((-34.8957811542297 -8.07348728277896, -34.8949197826608 -8.07324861639281, -34.8950247757127 -8.07288796469729, -34.8958893613546 -8.07312026685572, -34.8957811542297 -8.07348728277896))",POINT(-34.8954044529908 -8.07318444162427),2025-09-03 11:54:43.206621 UTC,,
4594,c8176bdf-8eb7-48d8-9c20-85717295411d,,4373,Estação Jaboatão,4,"POLYGON((-35.0156322348446 -8.11129311608196, -35.0149176095829 -8.11117804465891, -35.0148007841302 -8.11186962641981, -35.0146646701909 -8.11185564271688, -35.014779596583 -8.11115582132613, -35.0148219716774 -8.11093589536956, -35.0156697945873 -8.11107763956923, -35.0156322348446 -8.11129311608196))",POINT(-35.0147807593401 -8.11157437939942),2025-09-04 11:36:44.782559 UTC,,
4702,c9b9f038-9c45-48ca-87db-f77fe01a1ff9,,4373,Estação Monte dos Guararapes,4,"POLYGON((-34.9203362660028 -8.15484673719772, -34.9201738371266 -8.15466750533428, -34.9198471123755 -8.15428663762447, -34.9197238904694 -8.15410740576103, -34.91989378734 -8.15398231685633, -34.9201402311522 -8.15430157361309, -34.9204893598862 -8.15470484530583, -34.9203362660028 -8.15484673719772))",POINT(-34.9201577566353 -8.15448453947368),2025-09-17 11:49:24.518626 UTC,,
4710,f3a9a19f-8cde-45b1-8f10-988d542e914c,,4373,Estação Recife,4,"POLYGON((-34.8858360615782 -8.06955341788558, -34.8855720541744 -8.06972940541953, -34.8853028189013 -8.06939037054307, -34.8848022504081 -8.06861654178248, -34.884760427453 -8.06860360148961, -34.8847369020408 -8.06861524775321, -34.8844578645126 -8.06817980666906, -34.8839324636398 -8.06800511249156, -34.8841383109966 -8.06741568083921, -34.8842768495352 -8.06737168371104, -34.885199568481 -8.06878476555213, -34.885343334889 -8.06877441332217, -34.8858360615782 -8.06955341788558))",POINT(-34.8847682787984 -8.06839170407933),2025-09-17 11:53:09.450422 UTC,,
4750,df41564f-cb80-4107-9b68-ddf5391e303c,,4373,Estação Camaragibe,4,"POLYGON((-34.9955937837838 -8.02443837660029, -34.995106497155 -8.02528692745376, -34.9949202640469 -8.0251674395448, -34.9951611068634 -8.0247361628734, -34.9950677569346 -8.02468388691323, -34.9952525897938 -8.02435716216216, -34.9952899297653 -8.02434222617354, -34.9953627427098 -8.02438516714082, -34.9953963486842 -8.02432729018492, -34.9955937837838 -8.02443837660029))",POINT(-34.9951698156724 -8.0249518012091),2025-09-19 10:52:49.686551 UTC,,
4761,de47c700-51c8-4168-892d-16f05acb45c3,,4373,Estação Antônio Falcão,4,"POLYGON((-34.9090265193537 -8.10937085996013, -34.9092370241426 -8.11029739343755, -34.9090179853757 -8.11033963655433, -34.9088302378613 -8.10941873560246, -34.9090265193537 -8.10937085996013))",POINT(-34.9090285079076 -8.10985806452),2025-09-19 13:43:05.589824 UTC,,
4066,63c26954-ac14-4a7c-ba83-42c9f3bbd8ba,,4373,Radisson Hotel Recife,7,"POLYGON((-34.8886412790301 -8.107489166, -34.888569848773 -8.10766485912024, -34.8883736510492 -8.10774937791792, -34.888137036 -8.10740738, -34.888424844 -8.107288659, -34.8886412790301 -8.107489166))",POINT(-34.888429981034 -8.10757701256012),2025-06-16 08:55:15.051746 UTC,,
4477,f1ad36b3-452c-4835-8ecb-e8c42908bf58,,4373,Tititi Motel,7,"POLYGON((-34.8730290725936 -7.99685448204152, -34.8724949358983 -7.99730759694899, -34.8724220990762 -7.99742318740602, -34.8721092742634 -7.99710785656203, -34.8727293210565 -7.99656411834635, -34.8730290725936 -7.99685448204152))",POINT(-34.872566736597 -7.99698116930178),2025-08-28 13:17:48.625587 UTC,,
4524,3fa129b8-d2c3-4cf9-a58c-01aa29f94049,,4373,Olimpikus Hotel,7,"POLYGON((-34.9460666749644 -8.09161125977952, -34.9459980627667 -8.0925629623044, -34.9456974759957 -8.09264977773825, -34.9457105449858 -8.09174615042674, -34.9460666749644 -8.09161125977952))",POINT(-34.9458660723698 -8.09215455636557),2025-09-02 05:46:46.700158 UTC,,
4601,cde971a9-002a-4a40-8edd-4f6738479e5b,,4373,Hotel Cristal do Ibura,7,"POLYGON((-34.9342617763158 -8.11023823613087, -34.9339154480797 -8.11064477507112, -34.9335653858464 -8.11034605529872, -34.9337427507112 -8.11015748844239, -34.9338062286629 -8.11020416340683, -34.9339835935277 -8.11000812855619, -34.9342617763158 -8.11023823613087))",POINT(-34.9339159719626 -8.11029214571479),2025-09-04 12:40:17.663769 UTC,,
4604,622f037d-dd3d-4e52-b060-d2d283c2c645,,4373,Nexos Hotel Tamarineira,7,"POLYGON((-34.904047158606 -8.02706331258891, -34.9034683890469 -8.02746845128022, -34.9031043243243 -8.02669364687056, -34.9035262660028 -8.02668617887625, -34.9036196159317 -8.02700170163585, -34.9039015327169 -8.02684113975818, -34.904047158606 -8.02706331258891))",POINT(-34.9035654898434 -8.02726588193456),2025-09-04 12:49:24.551622 UTC,,
4620,03d4539f-6c3f-46b1-8109-462125e31e57,,4373,Eros Hotel - Afogados,7,"POLYGON((-34.9096621893912 -8.07325823304976, -34.9096411854037 -8.07351928692053, -34.9096867685255 -8.07361972624621, -34.909743523981 -8.07360556740005, -34.909752461848 -8.07362636320517, -34.9098212834241 -8.07383874583452, -34.9097104538731 -8.07388653191074, -34.9098016201166 -8.07422280413902, -34.9097122414465 -8.07424315744911, -34.9095629790673 -8.07420068097471, -34.909605880829 -8.07405555298679, -34.9096076684024 -8.07402369561661, -34.9095978367486 -8.07400157244139, -34.9095710231476 -8.07397856433789, -34.9095084580785 -8.0739644055043, -34.909156306118 -8.07409802947646, -34.909072290168 -8.07410953352498, -34.909258197802 -8.07303877068211, -34.909521864879 -8.07308213220775, -34.9096621893912 -8.07325823304976))",POINT(-34.9094623072644 -8.07373255451985),2025-09-05 05:58:22.070549 UTC,,
4630,b03316d1-421e-4e01-aa58-75e83fb1e1a6,,4373,Status Motel Perimetral,7,"POLYGON((-34.8743048577525 -7.99827010312945, -34.8739090540541 -7.99873498577525, -34.8736252702703 -7.99847920697013, -34.8739146550498 -7.99817675320057, -34.8740621479374 -7.99805539829304, -34.8743048577525 -7.99827010312945))",POINT(-34.8739705730873 -7.99837465504979),2025-09-08 11:12:32.451642 UTC,,
4636,7c18d5e0-2b6a-422b-95fe-4018390b6bc8,,4373,Hotel my love peixinhos,7,"POLYGON((-34.8799226973684 -8.00905730707681, -34.8797826724751 -8.00917772848506, -34.8795997066145 -8.00891168118777, -34.8797537339971 -8.00881553076102, -34.8799226973684 -8.00905730707681))",POINT(-34.8797607970641 -8.00898449413229),2025-09-08 12:24:54.461618 UTC,,
4678,50c432a2-1d1c-4f24-a23a-70eeb973aca0,,4373,Golden Beach,7,"POLYGON((-34.9178172741821 -8.17984180921053, -34.9169883268137 -8.18007145003556, -34.916911779872 -8.17984927720484, -34.9168875088905 -8.17980633623756, -34.9168165629445 -8.17943293652205, -34.9175913673542 -8.17930971461594, -34.9178172741821 -8.17984180921053))",POINT(-34.9172874920454 -8.1796196363798),2025-09-16 05:25:08.496647 UTC,,
4692,7057f611-f241-41bf-9eb6-b0bd80628fcf,,4373,Caldinho do Biu,7,"POLYGON((-34.9050621354908 -8.02285391980797, -34.9050938744666 -8.02299581169986, -34.9050462660028 -8.02300421319346, -34.9050182610242 -8.02286232130157, -34.9050621354908 -8.02285391980797))",POINT(-34.9050551895191 -8.02292906650071),2025-09-17 05:42:33.765513 UTC,,
4701,976f013d-2468-4ba1-bac5-5d9c40da2d11,,4373,Eros Hotel,7,"POLYGON((-34.9440708552632 -8.04507357752489, -34.9436395785917 -8.04527894736841, -34.9433781987909 -8.04459002489331, -34.9437964064723 -8.04440705903272, -34.9440708552632 -8.04507357752489))",POINT(-34.943720614976 -8.0448318012091),2025-09-17 11:43:35.154095 UTC,,
4711,119b3278-eda0-4e99-b643-f55dd2e2abe0,,4373,Grand Mercure Recife Boa Viagem,7,"POLYGON((-34.8977532408562 -8.12505237336355, -34.8972513653956 -8.1251416488646, -34.8972147703099 -8.12495921629781, -34.8977140318358 -8.12486088381606, -34.8977532408562 -8.12505237336355))",POINT(-34.8974839086326 -8.12500579483068),2025-09-17 11:53:09.450422 UTC,,
4728,50b84f66-cb6e-478f-9392-ff0fa4a0cf55,,4373,Hotel Lua de Mel,7,"POLYGON((-34.9010133663514 -8.0781954046626, -34.9008264548237 -8.07876804188663, -34.9006691058336 -8.07871280815846, -34.9008679377393 -8.07814489169453, -34.9010133663514 -8.0781954046626))",POINT(-34.9008443020809 -8.07845410641053),2025-09-18 08:26:15.280577 UTC,,
4734,6fa3bb09-c5cc-4228-923c-81c2f2f25919,,4373,Cristal Executivo Hotel,7,"POLYGON((-34.8908482287737 -8.07468656316824, -34.8906488635083 -8.07462076692268, -34.890892532166 -8.07387068896577, -34.8910874670921 -8.07392990569722, -34.8908482287737 -8.07468656316824))",POINT(-34.8908696644597 -8.07427533630995),2025-09-18 09:35:05.667231 UTC,,
4740,047c9f43-a34e-442b-ab8c-baad4b40012b,,4373,Cristal Hotel II,7,"POLYGON((-34.8801888353485 -8.00129915940612, -34.8800917514225 -8.00169683010313, -34.8799097190612 -8.001790180032, -34.8798098346373 -8.0017659090505, -34.8799526600285 -8.00125248444168, -34.8801888353485 -8.00129915940612))",POINT(-34.8800123284544 -8.00149799475462),2025-09-19 04:47:35.542883 UTC,,
4741,c7dd177d-3aa6-4833-a578-c3585aba0179,,4373,Goa Motel,7,"POLYGON((-34.924500095128 -8.18431478307255, -34.9249337055477 -8.18542984797296, -34.9247358036984 -8.18548399093171, -34.9246928627311 -8.18550452791606, -34.9244837588905 -8.18523754711948, -34.9242125773471 -8.18442493598862, -34.924500095128 -8.18431478307255))",POINT(-34.9245245481009 -8.18483124155405),2025-09-19 04:48:22.350397 UTC,,
4772,b0be061a-03dd-4a61-9d2a-79a6fd9c0d7d,,4373,hotel primavera,7,"POLYGON((-34.8708243243243 -7.99577635668564, -34.8707589793741 -7.99569047475107, -34.8709886201992 -7.99545896692746, -34.8710446301565 -7.99546643492177, -34.8711249110953 -7.99551310988621, -34.8714068278805 -7.99573901671409, -34.8717260846373 -7.99605640647226, -34.871731685633 -7.99615722439545, -34.8716794096728 -7.99623750533428, -34.8714553698435 -7.99643167318634, -34.8707851173542 -7.99581929765292, -34.8708243243243 -7.99577635668564))",POINT(-34.8712608547251 -7.99593785206259),2025-09-19 14:23:58.678695 UTC,,
3357,e3b480ef-0ee1-4a5a-aee8-dd65deeff415,,4373,Terminal Rodoviário do Recife - TIP,9,"POLYGON((-34.9821796760678 -8.06551328295913, -34.9811369848185 -8.06530186932703, -34.9815468918418 -8.06345006636531, -34.9825724386908 -8.06365530827807, -34.9821796760678 -8.06551328295913))",POINT(-34.9818588128254 -8.06447858880255),2024-11-21 11:31:59.308124 UTC,,
4465,c1f5f53f-0d2d-4960-b4ae-51a242fb4e3d,,4373,Estação Barro,9,"POLYGON((-34.9461221363275 -8.08921462095208, -34.9453530853404 -8.08875885365418, -34.9454600484178 -8.08858727053794, -34.9462263914789 -8.08904571901354, -34.9461221363275 -8.08921462095208))",POINT(-34.9457908697439 -8.08890228633386),2025-08-28 07:48:45.656409 UTC,,
4469,4b9e5380-5f1f-41eb-8898-f3119bf1e84e,,4373,Terminal Integrado Pelópidas Silveira,9,"POLYGON((-34.8780436452177 -7.94722490717276, -34.878007765198 -7.94734626397412, -34.8778938102199 -7.94731483446525, -34.8776618276502 -7.9482487283436, -34.8775101837936 -7.94821386348654, -34.877878461731 -7.94668785261001, -34.8778865855091 -7.94655912032578, -34.8778892934351 -7.94641027357178, -34.8778852315461 -7.94627751831324, -34.877858152286 -7.94614476301175, -34.8774844584965 -7.94507601422255, -34.877629332538 -7.94502639846463, -34.87799964142 -7.94608173775257, -34.8780328135137 -7.94623997136363, -34.8780436452177 -7.94640625068579, -34.8780456761622 -7.94656314321027, -34.8780382293657 -7.94673344528433, -34.8779240835053 -7.94719296308513, -34.8780436452177 -7.94722490717276))",POINT(-34.8779626731325 -7.94662549791014),2025-08-28 07:58:43.854148 UTC,,
4514,c641930e-e2a1-4c2e-b119-fb843d1f36a9,,4373,Terminal Integrado Xambá,9,"POLYGON((-34.892646534495 -8.00199165940611, -34.8924374306543 -8.00164439767069, -34.8925643865576 -8.00155851573613, -34.8921480458748 -8.00096854418564, -34.8926577364865 -8.00061381445591, -34.8926913424609 -8.00061941545164, -34.8933429249644 -8.00148383579303, -34.892646534495 -8.00199165940611))",POINT(-34.8927392911642 -8.00122618998933),2025-08-29 12:10:35.095632 UTC,,
4523,e5f0a151-4161-4830-bf56-4c3750eb2278,,4373,Terminal Integrado Macaxeira,9,"POLYGON((-34.9379212553343 -8.0089952009246, -34.9379343243243 -8.00884024004267, -34.9378055014225 -8.00856019025604, -34.9378316394026 -8.00826333748222, -34.9379660633002 -8.00809530761024, -34.9381284921764 -8.00800009068279, -34.9383002560455 -8.0079907556899, -34.9384720199147 -8.00799822368421, -34.9386699217639 -8.00808783961593, -34.9387595376956 -8.00819425853485, -34.9388528876245 -8.00835668741109, -34.9388883605974 -8.00851164829303, -34.9388659566145 -8.00865540718349, -34.9388024786629 -8.00879356507823, -34.9386792567568 -8.00892798897581, -34.9385149608819 -8.00905681187766, -34.9383431970128 -8.00910348684209, -34.9382554480797 -8.00901573790895, -34.9379212553343 -8.0089952009246))",POINT(-34.9383461082984 -8.00853591927453),2025-09-02 05:29:56.985156 UTC,,
4534,ea23d0f3-8e79-4812-925a-433fa1520bbe,,4373,Terminal de Três Carneiros Baixo,9,"POLYGON((-34.9563381324797 -8.12801991304354, -34.956242733191 -8.12781984725905, -34.9562841565663 -8.12778629584443, -34.9563255799417 -8.12778505319939, -34.9563406429873 -8.12779126642455, -34.9563569612867 -8.12780120758461, -34.9563619823019 -8.12800872924456, -34.9563381324797 -8.12801991304354))",POINT(-34.9563237318426 -8.1279142882518),2025-09-02 11:38:04.043249 UTC,,
4533,f693e3ea-30a5-4b50-bfbf-37b7b38115f1,,4373,Cavaleiro,9,"POLYGON((-34.9725498244914 -8.09407868316885, -34.972495848578 -8.09398796246486, -34.972605166842 -8.09390550204841, -34.9724133701875 -8.09366956733463, -34.9725229736443 -8.09359331584793, -34.9730384061167 -8.09427078047425, -34.972956944088 -8.0943382335998, -34.9726690736023 -8.09398547696583, -34.9725498244914 -8.09407868316885))",POINT(-34.972671535816 -8.09394548950712),2025-09-02 11:38:04.043249 UTC,,
4556,ed069828-9092-4ea9-8e8f-717c202b100d,,4373,Terminal de ônibus de Dois Unidos,9,"POLYGON((-34.9157181578947 -7.99026022315078, -34.9156556134424 -7.99031156561166, -34.9155043865576 -7.99013233374822, -34.9155706650071 -7.99008192478663, -34.9157181578947 -7.99026022315078))",POINT(-34.9156118005651 -7.9901962784495),2025-09-03 09:18:16.651061 UTC,,
4555,1e4e9a25-b975-416d-b1c6-a0dc3139208e,,4373,Terminal Jardim Monte Verde,9,"POLYGON((-34.958984014936 -8.12175175142248, -34.9589317389758 -8.12178909139402, -34.9588841305121 -8.1216415985064, -34.9589457414652 -8.12162386201992, -34.958984014936 -8.12175175142248))",POINT(-34.9589347202783 -8.12169667496444),2025-09-03 09:18:16.651061 UTC,,
4560,84a17950-1b3c-4768-823a-6c1bc176e7ac,,4373,Terminal Marcos Freire,9,"POLYGON((-34.9761718669986 -8.13403829836415, -34.9760542460882 -8.13338858285918, -34.9760579800854 -8.13335871088194, -34.9760785170697 -8.13333070590328, -34.9761270590327 -8.13332510490755, -34.9763791038407 -8.13337738086771, -34.9764537837838 -8.13340911984353, -34.9764799217639 -8.13347633179232, -34.9765153947368 -8.13359581970128, -34.9765097937411 -8.13364062766714, -34.976338029872 -8.13398602240398, -34.9762521479374 -8.13411857930298, -34.9762129409673 -8.13412978129445, -34.9761961379801 -8.13412231330014, -34.9761718669986 -8.13403829836415))",POINT(-34.9762775254375 -8.13381332503556),2025-09-03 09:35:55.949441 UTC,,
4582,24f47791-7333-4f8c-9edc-37cdd203d6e7,,4373,Terminal Integrado de Camaragibe,9,"POLYGON((-34.9958296657183 -8.02540545252489, -34.9957587197724 -8.02541665451636, -34.9952340931721 -8.0250899297653, -34.9958165967283 -8.02405374555478, -34.9964513762446 -8.02433752933856, -34.9958296657183 -8.02540545252489))",POINT(-34.9958389716397 -8.02471372955193),2025-09-04 05:35:41.814176 UTC,,
